finish_date,cal_ref,title,calendar_name,finish_id,read_instance,is_reread,previous_finish_date,days_since_previous_finish
2021-10-17,The Inner game of tennis,The Inner game of tennis,Things,finish_0001,1,False,,
2021-10-23,Open,Open,Things,finish_0002,1,False,,
2021-12-01,NFU,Notes from Underground,Things,finish_0003,1,False,,
2022-01-01,jsgbp,jsgbp,clark.benham@gmail.com,finish_0004,1,False,,
2022-01-01,bftc,bobby-fischer-teaches-chess.pdf,Things,finish_0005,1,False,,
2022-01-03,sw,Supplying War,Things,finish_0006,1,False,,
2022-01-06,wtw,Writing That Works: Third Edition,Things,finish_0007,1,False,,
2022-01-06,re,Rainbows End,Things,finish_0008,1,False,,
2022-01-10,ij,ij,Things,finish_0009,1,False,,
2022-01-17,kim,kim,Things,finish_0010,1,False,,
2022-01-29,Captain Courageous,Captain Courageous,Things,finish_0011,1,False,,
2022-02-16,Dune,Dune,Things,finish_0012,1,False,,
2022-02-19,Dune Messiah,Dune Messiah,Things,finish_0013,1,False,,
2022-02-22,children of Dune,children of Dune,Things,finish_0014,1,False,,
2022-03-27,Huck Finn,Huck Finn,Things,finish_0015,1,False,,
2022-04-04,antisemite and jew,antisemite and jew,Things,finish_0016,1,False,,
2022-04-21,aobf,autobiography of ben franklin,Things,finish_0017,1,False,,
2022-04-23,"Sadly, Porn","Sadly, Porn",Things,finish_0018,1,False,,
2022-04-27,the great divorce,the great divorce,Things,finish_0019,1,False,,
2022-05-13,Coup Detat,Coup Detat,Things,finish_0020,1,False,,
2022-05-14,screwtape letters,screwtape letters,Things,finish_0021,1,False,,
2022-05-16,Arnold Schwarzenegger,Arnold Schwarzenegger,Things,finish_0022,1,False,,
2022-05-25,SQL,SQL,clark.benham@gmail.com,finish_0023,1,False,,
2022-06-02,aeic,An Experiment in Criticism,Things,finish_0024,1,False,,
2022-06-03,talent,Talent,Things,finish_0025,1,False,,
2022-06-05,caw,Coders at Work,Things,finish_0026,1,False,,
2022-06-20,Power,Power: Why Some People Have Itand Others Don't,Things,finish_0027,1,False,,
2022-08-13,wb,wb,Things,finish_0028,1,False,,
2022-08-22,ML design patterns,ML design patterns,clark.benham@gmail.com,finish_0029,1,False,,
2022-09-09,good research code,good research code,Things,finish_0030,1,False,,
2022-09-22,Deep Learning by Goodfellow et all,Deep Learning by Goodfellow et all,Things,finish_0031,1,False,,
2022-09-26,the machine that changed the world,the machine that changed the world,Things,finish_0032,1,False,,
2022-10-27,pp,pragmatic programmer,Things,finish_0033,1,False,,
2022-11-30,The Art of Readable Code,The Art of Readable Code,Things,finish_0034,1,False,,
2022-12-03,ptaesp,ptaesp,Things,finish_0035,1,False,,
2022-12-04,the scholomancer,the scholomancer,Things,finish_0036,1,False,,
2022-12-06,the golden enclaves,The Golden Enclaves,Things,finish_0038,1,False,,
2022-12-06,the last graduate,The Last Graduate,Things,finish_0037,1,False,,
2022-12-26,ttbp,The Three-Body Problem,Things,finish_0039,1,False,,
2022-12-27,tdf,tdf,Things,finish_0040,1,False,,
2023-01-01,deaths end,deaths end,Things,finish_0041,1,False,,
2023-01-11,hswyltbakoib,hswyltbakoib,Things,finish_0042,1,False,,
2023-01-12,nf,Never Finished,Things,finish_0043,1,False,,
2023-01-24,pj,Piccadilly Jim,Things,finish_0044,1,False,,
2023-02-07,rboc,The Red Badge of Courage,Things,finish_0045,1,False,,
2023-02-27,wdycwopt,wdycwopt,Things,finish_0046,1,False,,
2023-03-01,syjf,surely you’re joking Feynman,Things,finish_0047,1,False,,
2023-04-09,tltf,tltf,Things,finish_0048,1,False,,
2023-04-24,ffac,Full Faith and Credit,Things,finish_0049,1,False,,
2023-05-03,Screwtape letters,screwtape letters,Things,finish_0050,2,True,2022-05-14,354.0
2023-05-20,abf,autobiography of ben franklin,Things,finish_0051,2,True,2022-04-21,394.0
2023-06-20,starship troopers,starship troopers,Things,finish_0052,1,False,,
2023-07-05,siasl,Stranger in a Strange Land,Things,finish_0053,1,False,,
2023-07-14,Bone,Bone,Waste Time,finish_0054,1,False,,
2023-07-26,The Moon Is A Harsh Mistress,The Moon Is A Harsh Mistress,Things,finish_0055,1,False,,
2023-08-05,Essays to do good,Essays to Do Good,Things,finish_0056,1,False,,
2023-08-17,Player of Games,Player of Games,Things,finish_0057,1,False,,
2023-08-23,King Solomons Mines,King Solomons Mines,Things,finish_0058,1,False,,
2023-08-29,The Peace War,The Peace War,Things,finish_0059,1,False,,
2023-10-04,the sun also rises,The Sun Also Rises,Things,finish_0060,1,False,,
2023-10-25,hpmor,Harry Potter and the Methods of Rationality,Things,finish_0061,1,False,,
2023-11-09,3 men in a boat,Three Men in a Boat,Things,finish_0062,1,False,,
2023-12-05,out of the silent planet,out of the silent planet,Things,finish_0063,1,False,,
2023-12-10,perelandra,Perelandra by CS Lewis book 2.pdf,Things,finish_0064,1,False,,
2023-12-14,that hideous strength,that hideous strength,Things,finish_0065,1,False,,
2023-12-22,the screwtape letters,The Screwtape Letters,Things,finish_0066,1,False,,
2023-12-23,the abolition of man,the abolition of man,Things,finish_0067,1,False,,
2024-01-20,the man who was Thursday,The Man Who Was Thursday,Things,finish_0068,1,False,,
2024-01-21,digital minamalism,digital minamalism,Things,finish_0069,1,False,,
2024-02-19,ewtca,ewtca,Things,finish_0070,1,False,,
2024-02-24,how to win friends and influence people,how to win friends and influence people,Things,finish_0071,1,False,,
2024-03-01,tremendous trifles,Tremendous Trifles,Things,finish_0072,1,False,,
2024-03-08,Jude the obscure,Jude the Obscure,Things,finish_0073,1,False,,
2024-03-12,cyikac,A Connecticut Yankee in King Arthur’s Court,Things,finish_0074,1,False,,
2024-03-19,the checklist manifesto,The Checklist Manifesto,Things,finish_0075,1,False,,
2024-03-27,the persuit of the well beloved,the persuit of the well beloved,Things,finish_0076,1,False,,
2024-04-10,knudson,knudson,Things,finish_0077,1,False,,
2024-05-03,Marooned in Real Time,Marooned in Real Time,Things,finish_0078,1,False,,
2024-05-05,the world of null a,the world of null a,Things,finish_0079,1,False,,
2024-05-12,16 ways to defend a walled city,16 ways to defend a walled city,Things,finish_0080,1,False,,
2024-05-15,Methuselah's Children,Methuselah's Children,Things,finish_0081,1,False,,
2024-05-17,move: the dark knight,move: the dark knight,Waste Time,finish_0082,1,False,,
2024-06-04,consider phlebas,consider phlebas,Things,finish_0083,1,False,,
2024-06-19,50 essays by george orwell,50 essays by george orwell,Things,finish_0084,1,False,,
2024-06-30,Jeeves stories,Jeeves Stories,Things,finish_0085,1,False,,
2024-07-14,just for fun,Just for Fun : The Story of an Accidental Revolutionary,Things,finish_0086,1,False,,
2024-07-30,Stalky & Co,Stalky & Co,Things,finish_0087,1,False,,
2024-08-07,what is man and other essays,what is man and other essays,Things,finish_0088,1,False,,
2024-08-18,essay: tausf,essay: tausf,Things,finish_0089,1,False,,
2024-08-24,there is no anti-memetic division,there is no anti-memetic division,Things,finish_0090,1,False,,
2024-08-27,consider the lobster,consider the lobster,Things,finish_0091,1,False,,
2024-08-28,the last interview,the last interview,Things,finish_0092,1,False,,
2024-09-04,A supposedly fun thing I'll never do again,A Supposedly Fun Thing I'll Never Do Again,Things,finish_0093,1,False,,
2024-09-14,the oxford book of short stories,The Oxford Book of Short Stories,Things,finish_0094,1,False,,
2024-09-19,red plenty,Red Plenty,Things,finish_0095,1,False,,
2024-09-25,the innocence of father brown,The innocence of Father Brown,Things,finish_0096,1,False,,
2024-10-02,hitlers uranium club,hitlers uranium club,Things,finish_0097,1,False,,
2024-10-09,brief interviews with hideous men,Brief Interviews with Hideous Men,Things,finish_0098,1,False,,
2024-10-09,the religion war,the religion war,Things,finish_0099,1,False,,
2024-10-11,self help is like a vaccine,self help is like a vaccine,Things,finish_0100,1,False,,
2024-10-12,the goal,the goal,Things,finish_0101,1,False,,
2024-10-17,situational awareness,situational awareness,Things,finish_0102,1,False,,
2024-10-24,the doomsday machine,The Doomsday Machine,Things,finish_0103,1,False,,
2024-10-25,into the aquarium,into the aquarium,Things,finish_0104,1,False,,
2024-10-31,how to fail at almost everything and still win big,How to Fail at Almost Everything and Still Win Big,Things,finish_0105,1,False,,
2024-11-08,metropolis man,metropolis man,Things,finish_0106,1,False,,
2024-11-09,iiatt,IMPRO Improvisation and the Theatre,Things,finish_0107,1,False,,
2024-11-17,downfall,Downfall,Things,finish_0108,1,False,,
2024-11-21,designing machine learning systems,Designing Machine Learning Systems,clark.benham@gmail.com,finish_0109,1,False,,
2024-11-28,declare,"Declare_ A novel - Powers, Tim.pdf",Things,finish_0110,1,False,,
2024-12-11,htwww,htwww,Things,finish_0111,1,False,,
2024-12-12,machine learning engineering,machine learning engineering,clark.benham@gmail.com,finish_0112,1,False,,
2024-12-17,nonviolent communication,nonviolent communication,Things,finish_0113,1,False,,
2024-12-19,the art of military innovation,the art of military innovation,Things,finish_0114,1,False,,
2024-12-23,Kipling by Harold bloom,Kipling by Harold bloom,Things,finish_0115,1,False,,
2025-01-01,Ms Dalloway,Ms Dalloway,Things,finish_0116,1,False,,
2025-01-02,Apollo,Apollo: The Race to the Moon,Things,finish_0117,1,False,,
2025-01-10,best of Isaac Asimov,best of Isaac Asimov,Things,finish_0118,1,False,,
2025-01-15,parkinson's law,parkinson's law,Things,finish_0119,1,False,,
2025-01-16,how to succeed at business without really trying,how to succeed at business without really trying,Things,finish_0120,1,False,,
2025-01-22,life and fate,Life and Fate,Things,finish_0121,1,False,,
2025-01-27,Monday starts on Saturday,Monday Starts on Saturday,Things,finish_0122,1,False,,
2025-01-28,Kelly my share of it all,Kelly my share of it all,Things,finish_0123,1,False,,
2025-02-01,atomic habits,Atomic Habits,Things,finish_0124,1,False,,
2025-02-03,rlhf,rlhf,clark.benham@gmail.com,finish_0125,1,False,,
2025-02-09,micro-services,micro-services,Things,finish_0126,1,False,,
2025-02-20,the mind body prescription,the mind body prescription,Things,finish_0127,1,False,,
2025-03-05,screwtape letters,screwtape letters,Things,finish_0128,3,True,2023-05-03,672.0
2025-03-06,the great divorce,the great divorce,Things,finish_0129,2,True,2022-04-27,1044.0
2025-03-21,the pale king,the pale king,Things,finish_0130,1,False,,
2025-03-22,the Oxford book of essays,the Oxford book of essays,Things,finish_0131,1,False,,
2025-03-23,12 rules for life,12 rules for life,Things,finish_0132,1,False,,
2025-03-31,the pentagon wars,the pentagon wars,Things,finish_0133,1,False,,
2025-04-18,you just dont understand,you just dont understand,Things,finish_0134,1,False,,
2025-04-19,on China,on China,Things,finish_0135,1,False,,
2025-05-04,The Path to Power: The Years of Lyndon Johnson I,The Path to Power: The Years of Lyndon Johnson I,Things,finish_0136,1,False,,
2025-05-07,means of ascent,means of ascent,Things,finish_0137,1,False,,
2025-05-11,man’s search for meaning,man’s search for meaning,Things,finish_0138,1,False,,
2025-05-19,master of the senate,master of the senate,Things,finish_0139,1,False,,
2025-05-27,the passage of power,the passage of power,Things,finish_0140,1,False,,
2025-06-03,the Evelyn wood seven day speed reading and learning program,the Evelyn wood seven day speed reading and learning program,Things,finish_0141,1,False,,
2025-06-11,racing for the bomb,racing for the bomb,Things,finish_0142,1,False,,
2025-06-11,Kissinger,Kissinger,Things,finish_0143,1,False,,
2025-06-17,bureaucracy,bureaucracy,Things,finish_0144,1,False,,
2025-06-20,theory and practice of gamesmanship,theory and practice of gamesmanship,Waste Time,finish_0145,1,False,,
2025-06-24,the making of the atomic bomb,the making of the atomic bomb,Things,finish_0146,1,False,,
2025-06-30,how to improve your marriage without talking about it,how to improve your marriage without talking about it,Things,finish_0147,1,False,,
2025-07-06,dark sun,dark sun,Things,finish_0148,1,False,,
2025-07-09,mathematics for machine learning,Mathematics for Machine Learning,clark.benham@gmail.com,finish_0149,1,False,,
2025-07-12,selfish reasons to have more kids,selfish reasons to have more kids,Things,finish_0150,1,False,,
2025-07-15,reading asme y14.41,reading asme y14.41,Things,finish_0151,1,False,,
2025-07-28,failure is not an option,failure is not an option,Things,finish_0153,1,False,,
2025-07-28,blueprint reading: construction drawings for the building trade,blueprint reading: construction drawings for the building trade,Things,finish_0152,1,False,,
2025-07-29,the high crusade,the high crusade,Things,finish_0154,1,False,,
2025-08-02,age of ambition,age of ambition,Things,finish_0155,1,False,,
2025-08-10,Apple in China,Apple in China,Things,finish_0156,1,False,,
2025-08-14,tpv,the price of victory,Things,finish_0157,1,False,,
2025-09-01,Everyman for himself and god against all,Everyman for himself and god against all,Things,finish_0158,1,False,,
2025-09-11,Richard Nixon the Life,Richard Nixon the Life,Things,finish_0159,1,False,,
2025-09-13,humor and the presidency,humor and the presidency,Waste Time,finish_0160,1,False,,
2025-09-22,high intensity training the mike mentzer way,high intensity training the mike mentzer way,Things,finish_0161,1,False,,
2025-09-23,day of the jackal,day of the jackal,Things,finish_0162,1,False,,
2025-10-01,autobiography of Ben Franklin,autobiography of ben franklin,Things,finish_0163,3,True,2023-05-20,865.0
2025-10-04,Buckley,Buckley,Things,finish_0164,1,False,,
2025-10-09,dfw tv,DFW_TV.pdf,Things,finish_0165,1,False,,
2025-10-14,my early life,my early life,Things,finish_0166,1,False,,
2025-10-21,the second world war,the second world war,Things,finish_0167,1,False,,
2025-10-25,six crises,six crises,Things,finish_0168,1,False,,
